id_recinte,id_ua,capa_dwg,superficie_dwg,nom_dwg,assignat_per,estat,vist_a,nota,centre_x,centre_y,canvi
R0411,PAS_DE_LA_CASA_1,01 1 UA SUC,186527.1,Abelletes; Arieja de Baix; Arieja de Dalt; Baix; Baix 1; Baix 2; Bearn de Baix; Bearn de Dalt; Bernat III; Catalunya; Catalunya del Mig; Consell; Consell General; Coprínceps; Dalt; Encamp; Envalira; Envalira de Baix; Foix; Gavatxa; General; Maià de; Pareatges; Pas de la Casa 1; Pas de la Casa 3; Pas de la Casa 4; Pas de la Casa 5; Pas de la Casa 6; Pas de la Casa 7; Pista de Gel; Sant Jordi; Sant Jordi de Baix; Sant Josep; Solana; Vaquers de Baix; Vaquers de Dalt; de Baix; de Baix 1; de Baix 2; de Dalt; de Dalt 1; de Dalt 2; de Dalt 3; del Mig,revisat,vigent,parcelles.json,la fitxa es queda curta; el recinte del DWG és el bo,550348.25,27119.04,IGUAL
R0412,COPRINCEPS_DE_DALT,01 1 UA SUC,5448.4,Coprínceps,proposta,vigent,parcelles.json,,550348.07,27198.03,IGUAL
R0413,CATALUNYA_DE_DALT,01 1 UA SUC,2311.8,,proposta,vigent,parcelles.json,,550352.1,27082.98,IGUAL
R0414,SANT_PERE_5,01 1 UA SUC,6786.0,Sant Pere 5,proposta,vigent,parcelles.json,,550358.09,27479.24,IGUAL
R0415,CONSELL_GENERAL_BAIX_1,01 1 UA SUC,662.8,,proposta,vigent,parcelles.json,,550381.57,27368.44,IGUAL
R0416,CATALUNYA_DE_BAIX,01 1 UA SUC,1091.9,Catalunya; de Baix,proposta,vigent,parcelles.json,,550393.62,27077.13,IGUAL
R0417,PAS_DE_LA_CASA_7,01 1 UA SUC,4785.3,Pas de la Casa 7,proposta,vigent,parcelles.json,,550397.46,27205.33,IGUAL
R0418,PISTA_DE_GEL,01 1 UA SUC,572.0,,proposta,vigent,parcelles.json,,550409.02,27145.33,IGUAL
R0419,COPRINCEPS_DE_BAIX,01 1 UA SUC,5473.5,Coprínceps,proposta,vigent,parcelles.json,,550413.38,27229.35,IGUAL
R0420,SANT_JORDI_DE_BAIX,01 1 UA SUC,3374.1,Sant Jordi de Baix,proposta,vigent,parcelles.json,,550418.72,27098.26,IGUAL
R0421,CONSELL_GENERAL_BAIX_2,01 1 UA SUC,1779.3,,proposta,vigent,parcelles.json,,550425.49,27326.65,IGUAL
R0422,CATALUNYA_DEL_MIG,01 1 UA SUC,1943.4,Catalunya del Mig,proposta,vigent,parcelles.json,,550425.65,27046.01,IGUAL
R0423,PAS_DE_LA_CASA_3,01 1 UA SUC,6392.0,Pas de la Casa 3,proposta,vigent,parcelles.json,,550426.75,27389.61,IGUAL
R0424,SANT_PERE_10,01 1 UA SUC,979.2,,proposta,vigent,parcelles.json,,550438.89,26729.8,IGUAL
R0425,ENCAMP,01 1 UA SUC,10741.8,Encamp,proposta,vigent,parcelles.json,,550476.18,26924.52,IGUAL
R0426,SANT_PERE_4,01 2 UA SUNC,20482.1,Sant Pere 4,proposta,vigent,parcelles.json,,550483.13,27574.83,IGUAL
R0427,PAS_DE_LA_CASA_6,01 1 UA SUC,3341.3,Pas de la Casa 6,proposta,vigent,parcelles.json,,550498.06,27238.67,IGUAL
R0428,ABELLETES,01 1 UA SUC,1902.5,Abelletes,proposta,vigent,parcelles.json,,550499.31,27153.52,IGUAL
R0429,PAS_DE_LA_CASA_4,01 1 UA SUC,4803.6,Pas de la Casa 4,proposta,vigent,parcelles.json,,550506.4,27394.97,IGUAL
R0430,SANT_PERE_1,01 2 UA SUNC,6943.2,Sant Pere 1,proposta,vigent,parcelles.json,,550506.41,27469.37,IGUAL
R0431,ARIEJA_DE_DALT,01 1 UA SUC,1428.2,Arieja de Dalt,proposta,vigent,parcelles.json,,550515.43,27115.03,IGUAL
R0432,PAREATGES,01 1 UA SUC,1115.6,,proposta,vigent,parcelles.json,,550530.38,27207.75,IGUAL
R0433,PAS_DE_LA_CASA_5,01 1 UA SUC,6583.4,Pas de la Casa 5,proposta,vigent,parcelles.json,,550547.4,27301.16,IGUAL
R0434,BERNAT_III,01 1 UA SUC,1361.5,Bernat III,proposta,vigent,parcelles.json,,550551.45,27196.26,IGUAL
R0435,SANT_PERE_3,01 2 UA SUNC,8684.7,Sant Pere 3,proposta,vigent,parcelles.json,,550571.06,27514.81,IGUAL
R0436,SANT_PERE_2,01 2 UA SUNC,8512.7,Sant Pere 2,proposta,vigent,parcelles.json,,550574.39,27611.4,IGUAL
R0437,SANT_PERE_6,01 1 UA SUC,4234.7,Sant Pere 6,proposta,vigent,parcelles.json,,550577.15,27405.47,IGUAL
R0438,ARIEJA_DE_BAIX,01 1 UA SUC,2951.0,Arieja de Baix,proposta,vigent,parcelles.json,,550581.06,27176.56,IGUAL
R0439,FOIX,01 1 UA SUC,1212.0,Foix,proposta,vigent,parcelles.json,,550586.21,27238.89,IGUAL
